status, oldUrl, newUrl,failure, actual
passed,the user opens /A23498 on the old website,the user verifies resulting resource /3-106-9493,null,
passed,the user opens /A23499 on the old website,the user verifies resulting resource /1-106-9494,null,
passed,the user opens /A23500 on the old website,the user verifies resulting resource /8-106-9495,null,
passed,the user opens /A23504 on the old website,the user verifies resulting resource /2-106-9498,null,
failed,the user opens /A23510 on the old website,the user verifies resulting resource /9-106-9503,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A23512 on the old website,the user verifies resulting resource /2-101-7230,null,
passed,the user opens /A23513 on the old website,the user verifies resulting resource /0-101-7231,null,
passed,the user opens /A23515 on the old website,the user verifies resulting resource /8-101-7232,null,
passed,the user opens /A23517 on the old website,the user verifies resulting resource /4-101-7234,null,
passed,the user opens /A23520 on the old website,the user verifies resulting resource /7-101-7237,null,
passed,the user opens /A23521 on the old website,the user verifies resulting resource /5-101-7238,null,
passed,the user opens /A23525 on the old website,the user verifies resulting resource /4-106-9505,null,
passed,the user opens /A23526 on the old website,the user verifies resulting resource /2-106-9506,null,
passed,the user opens /A23528 on the old website,the user verifies resulting resource /8-106-9508,null,
passed,the user opens /A23531 on the old website,the user verifies resulting resource /2-106-9511,null,
passed,the user opens /A23548 on the old website,the user verifies resulting resource /8-101-7246,null,
passed,the user opens /A23584 on the old website,the user verifies resulting resource /3-106-9515,null,
passed,the user opens /A23588 on the old website,the user verifies resulting resource /5-106-9519,null,
passed,the user opens /A23589 on the old website,the user verifies resulting resource /3-106-9520,null,
passed,the user opens /A23590 on the old website,the user verifies resulting resource /1-106-9521,null,
passed,the user opens /A23594 on the old website,the user verifies resulting resource /2-107-1571,null,
passed,the user opens /A23597 on the old website,the user verifies resulting resource /2-106-9525,null,
passed,the user opens /A23599 on the old website,the user verifies resulting resource /8-106-9527,null,
passed,the user opens /A23604 on the old website,the user verifies resulting resource /6-101-7271,null,
passed,the user opens /A23608 on the old website,the user verifies resulting resource /0-106-9531,null,
passed,the user opens /A23610 on the old website,the user verifies resulting resource /8-106-9532,null,
passed,the user opens /A23612 on the old website,the user verifies resulting resource /6-106-9533,null,
passed,the user opens /A23614 on the old website,the user verifies resulting resource /4-106-9534,null,
passed,the user opens /A23616 on the old website,the user verifies resulting resource /9-106-9536,null,
passed,the user opens /A23617 on the old website,the user verifies resulting resource /7-106-9537,null,
passed,the user opens /A23620 on the old website,the user verifies resulting resource /3-106-9539,null,
passed,the user opens /A23624 on the old website,the user verifies resulting resource /9-106-9541,null,
passed,the user opens /A23643 on the old website,the user verifies resulting resource /5-106-9543,null,
passed,the user opens /A23649 on the old website,the user verifies resulting resource /8-106-9546,null,
passed,the user opens /A23654 on the old website,the user verifies resulting resource /0-106-9550,null,
passed,the user opens /A23655 on the old website,the user verifies resulting resource /8-106-9551,null,
passed,the user opens /A23657 on the old website,the user verifies resulting resource /6-106-9552,null,
passed,the user opens /A23658 on the old website,the user verifies resulting resource /4-106-9553,null,
passed,the user opens /A23659 on the old website,the user verifies resulting resource /2-106-9554,null,
passed,the user opens /A23660 on the old website,the user verifies resulting resource /9-106-9555,null,
failed,the user opens /A23664 on the old website,the user verifies resulting resource /0-107-4349,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A23679 on the old website,the user verifies resulting resource /1-106-9559,null,
passed,the user opens /A23685 on the old website,the user verifies resulting resource /3-106-9563,null,
passed,the user opens /A23687 on the old website,the user verifies resulting resource /1-106-9564,null,
passed,the user opens /A23694 on the old website,the user verifies resulting resource /2-106-9568,null,
passed,the user opens /A23698 on the old website,the user verifies resulting resource /8-106-9570,null,
passed,the user opens /A23704 on the old website,the user verifies resulting resource /5-106-9576,null,
passed,the user opens /A23707 on the old website,the user verifies resulting resource /9-106-9579,null,
passed,the user opens /A23708 on the old website,the user verifies resulting resource /7-106-9580,null,
passed,the user opens /A23710 on the old website,the user verifies resulting resource /3-106-9582,null,
failed,the user opens /A23711 on the old website,the user verifies resulting resource /0-101-7288,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A23712 on the old website,the user verifies resulting resource /1-106-9583,null,
failed,the user opens /A23715 on the old website,the user verifies resulting resource /6-106-9585,java.lang.AssertionError: Document is unavailable,
failed,the user opens /A23718 on the old website,the user verifies resulting resource /2-106-9587,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A23729 on the old website,the user verifies resulting resource /6-102-2060,null,
passed,the user opens /A23732 on the old website,the user verifies resulting resource /8-106-9589,null,
passed,the user opens /A23733 on the old website,the user verifies resulting resource /6-106-9590,null,
passed,the user opens /A23734 on the old website,the user verifies resulting resource /4-106-9591,null,
passed,the user opens /A23738 on the old website,the user verifies resulting resource /8-106-9594,null,
passed,the user opens /A23740 on the old website,the user verifies resulting resource /3-106-9596,null,
passed,the user opens /A23744 on the old website,the user verifies resulting resource /3-106-9600,null,
passed,the user opens /A23748 on the old website,the user verifies resulting resource /5-106-9604,null,
passed,the user opens /A23752 on the old website,the user verifies resulting resource /8-106-9607,null,
failed,the user opens /A23755 on the old website,the user verifies resulting resource /1-107-4363,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A23790 on the old website,the user verifies resulting resource /4-200-9313,null,
passed,the user opens /A23821 on the old website,the user verifies resulting resource /9-102-2068,null,
passed,the user opens /A23829 on the old website,the user verifies resulting resource /2-106-9610,null,
passed,the user opens /A24003 on the old website,the user verifies resulting resource /3-107-4376,null,
passed,the user opens /A24034 on the old website,the user verifies resulting resource /4-101-7333,null,
passed,the user opens /A24073 on the old website,the user verifies resulting resource /3-101-7357,null,
passed,the user opens /A24088 on the old website,the user verifies resulting resource /8-107-1587,null,
passed,the user opens /A24089 on the old website,the user verifies resulting resource /6-101-7365,null,
passed,the user opens /A24096 on the old website,the user verifies resulting resource /4-101-7371,null,
passed,the user opens /A24103 on the old website,the user verifies resulting resource /4-102-2075,null,
passed,the user opens /A24105 on the old website,the user verifies resulting resource /9-101-7378,null,
passed,the user opens /A24116 on the old website,the user verifies resulting resource /2-101-7386,null,
passed,the user opens /A24127 on the old website,the user verifies resulting resource /1-101-7396,null,
passed,the user opens /A24140 on the old website,the user verifies resulting resource /4-101-7408,null,
passed,the user opens /A24144 on the old website,the user verifies resulting resource /6-101-7412,null,
passed,the user opens /A24146 on the old website,the user verifies resulting resource /2-101-7414,null,
passed,the user opens /A24160 on the old website,the user verifies resulting resource /2-101-7428,null,
passed,the user opens /A24161 on the old website,the user verifies resulting resource /0-101-7429,null,
passed,the user opens /A24162 on the old website,the user verifies resulting resource /8-101-7430,null,
passed,the user opens /A24163 on the old website,the user verifies resulting resource /6-101-7431,null,
passed,the user opens /A24164 on the old website,the user verifies resulting resource /4-101-7432,null,
failed,the user opens /A24187 on the old website,the user verifies resulting resource /1-107-4377,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A24192 on the old website,the user verifies resulting resource /7-107-1564,null,
passed,the user opens /A24198 on the old website,the user verifies resulting resource /4-106-9614,null,
passed,the user opens /A24200 on the old website,the user verifies resulting resource /9-106-9616,null,
passed,the user opens /A24201 on the old website,the user verifies resulting resource /7-106-9617,null,
passed,the user opens /A24204 on the old website,the user verifies resulting resource /5-106-9618,null,
passed,the user opens /A24217 on the old website,the user verifies resulting resource /9-106-9621,null,
passed,the user opens /A24219 on the old website,the user verifies resulting resource /7-106-9622,null,
passed,the user opens /A24225 on the old website,the user verifies resulting resource /7-107-4379,null,
passed,the user opens /A24227 on the old website,the user verifies resulting resource /5-106-9623,null,
passed,the user opens /A24239 on the old website,the user verifies resulting resource /2-107-1566,null,
passed,the user opens /A24244 on the old website,the user verifies resulting resource /1-107-4730,null,
passed,the user opens /A24270 on the old website,the user verifies resulting resource /4-106-9628,null,
passed,the user opens /A24272 on the old website,the user verifies resulting resource /2-106-9629,null,
passed,the user opens /A24274 on the old website,the user verifies resulting resource /0-106-9630,null,
passed,the user opens /A24275 on the old website,the user verifies resulting resource /8-106-9631,null,
passed,the user opens /A24276 on the old website,the user verifies resulting resource /6-106-9632,null,
passed,the user opens /A24282 on the old website,the user verifies resulting resource /2-106-9634,null,
passed,the user opens /A24285 on the old website,the user verifies resulting resource /9-106-9635,null,
passed,the user opens /A24287 on the old website,the user verifies resulting resource /5-106-9637,null,
passed,the user opens /A24289 on the old website,the user verifies resulting resource /1-106-9639,null,
passed,the user opens /A24291 on the old website,the user verifies resulting resource /7-106-9641,null,
passed,the user opens /A24292 on the old website,the user verifies resulting resource /1-107-1623,null,
passed,the user opens /A24294 on the old website,the user verifies resulting resource /3-106-9643,null,
passed,the user opens /A24307 on the old website,the user verifies resulting resource /4-107-1612,null,
passed,the user opens /A24321 on the old website,the user verifies resulting resource /7-101-7478,null,
passed,the user opens /A24329 on the old website,the user verifies resulting resource /4-106-9647,null,
passed,the user opens /A24330 on the old website,the user verifies resulting resource /2-106-9648,null,
passed,the user opens /A24331 on the old website,the user verifies resulting resource /0-106-9649,null,
passed,the user opens /A24332 on the old website,the user verifies resulting resource /8-106-9650,null,
passed,the user opens /A24338 on the old website,the user verifies resulting resource /0-106-9654,null,
passed,the user opens /A24341 on the old website,the user verifies resulting resource /3-106-9657,null,
passed,the user opens /A24343 on the old website,the user verifies resulting resource /9-106-9659,null,
passed,the user opens /A24352 on the old website,the user verifies resulting resource /9-106-9664,null,
passed,the user opens /A24354 on the old website,the user verifies resulting resource /4-106-9666,null,
passed,the user opens /A24355 on the old website,the user verifies resulting resource /5-107-4752,null,
passed,the user opens /A24359 on the old website,the user verifies resulting resource /7-107-4384,null,
passed,the user opens /A24360 on the old website,the user verifies resulting resource /2-102-2095,null,
passed,the user opens /A24380 on the old website,the user verifies resulting resource /6-106-9670,null,
passed,the user opens /A24382 on the old website,the user verifies resulting resource /4-106-9671,null,
passed,the user opens /A24384 on the old website,the user verifies resulting resource /0-106-9673,null,
passed,the user opens /A24386 on the old website,the user verifies resulting resource /5-106-9675,null,
passed,the user opens /A24390 on the old website,the user verifies resulting resource /1-106-9677,null,
passed,the user opens /A24392 on the old website,the user verifies resulting resource /7-106-9679,null,
passed,the user opens /A24394 on the old website,the user verifies resulting resource /3-106-9681,null,
passed,the user opens /A24395 on the old website,the user verifies resulting resource /1-106-9682,null,
failed,the user opens /A24396 on the old website,the user verifies resulting resource /9-106-9683,java.lang.AssertionError: Document is unavailable,
failed,the user opens /A24398 on the old website,the user verifies resulting resource /4-106-9685,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A24403 on the old website,the user verifies resulting resource /6-106-9689,null,
passed,the user opens /A24404 on the old website,the user verifies resulting resource /4-106-9690,null,
passed,the user opens /A24405 on the old website,the user verifies resulting resource /2-106-9691,null,
passed,the user opens /A24411 on the old website,the user verifies resulting resource /1-106-9696,null,
passed,the user opens /A24416 on the old website,the user verifies resulting resource /1-106-9700,null,
passed,the user opens /A24417 on the old website,the user verifies resulting resource /6-101-7488,null,
passed,the user opens /a24418 on the old website,the user verifies resulting resource /4-101-7489,null,
passed,the user opens /A24423 on the old website,the user verifies resulting resource /9-106-9701,null,
passed,the user opens /A24427 on the old website,the user verifies resulting resource /0-106-9705,null,
passed,the user opens /A24429 on the old website,the user verifies resulting resource /6-106-9707,null,
passed,the user opens /A2448 on the old website,the user verifies resulting resource /5-100-2350,null,
passed,the user opens /A24490 on the old website,the user verifies resulting resource /8-107-4388,null,
passed,the user opens /A24505 on the old website,the user verifies resulting resource /4-106-9713,null,
passed,the user opens /A24508 on the old website,the user verifies resulting resource /9-106-9715,null,
passed,the user opens /A24517 on the old website,the user verifies resulting resource /8-102-2120,null,
passed,the user opens /A24536 on the old website,the user verifies resulting resource /1-106-9719,null,
passed,the user opens /A24559 on the old website,the user verifies resulting resource /5-106-9722,null,
passed,the user opens /A24561 on the old website,the user verifies resulting resource /3-106-9723,null,
passed,the user opens /A24565 on the old website,the user verifies resulting resource /6-106-9726,null,
passed,the user opens /A24566 on the old website,the user verifies resulting resource /4-106-9727,null,
passed,the user opens /A24569 on the old website,the user verifies resulting resource /0-106-9729,null,
passed,the user opens /A24574 on the old website,the user verifies resulting resource /4-106-9732,null,
passed,the user opens /A24586 on the old website,the user verifies resulting resource /5-106-9736,null,
passed,the user opens /A2460 on the old website,the user verifies resulting resource /0-100-2362,null,
passed,the user opens /A24611 on the old website,the user verifies resulting resource /7-102-2125,null,
passed,the user opens /A24618 on the old website,the user verifies resulting resource /7-107-1597,null,
passed,the user opens /A24632 on the old website,the user verifies resulting resource /1-106-9738,null,
passed,the user opens /A24633 on the old website,the user verifies resulting resource /9-106-9739,null,
passed,the user opens /A24634 on the old website,the user verifies resulting resource /6-107-1569,null,
passed,the user opens /A24635 on the old website,the user verifies resulting resource /8-107-4840,null,
passed,the user opens /A24640 on the old website,the user verifies resulting resource /6-107-4389,null,
passed,the user opens /A24669 on the old website,the user verifies resulting resource /3-101-7531,null,
passed,the user opens /A24674 on the old website,the user verifies resulting resource /2-101-7536,null,
passed,the user opens /A24676 on the old website,the user verifies resulting resource /6-101-8831,null,
passed,the user opens /A24698 on the old website,the user verifies resulting resource /2-101-7555,null,
passed,the user opens /A24705 on the old website,the user verifies resulting resource /8-101-7562,null,
passed,the user opens /A24706 on the old website,the user verifies resulting resource /6-101-7563,null,
passed,the user opens /A24720 on the old website,the user verifies resulting resource /6-101-7577,null,
passed,the user opens /A24729 on the old website,the user verifies resulting resource /9-101-7585,null,
passed,the user opens /A24733 on the old website,the user verifies resulting resource /1-101-7589,null,
passed,the user opens /A24736 on the old website,the user verifies resulting resource /5-101-7592,null,
passed,the user opens /A24745 on the old website,the user verifies resulting resource /1-106-9743,null,
passed,the user opens /A24749 on the old website,the user verifies resulting resource /2-101-7598,null,
passed,the user opens /A24756 on the old website,the user verifies resulting resource /8-101-7604,null,
passed,the user opens /A24770 on the old website,the user verifies resulting resource /6-106-9745,null,
passed,the user opens /A2478 on the old website,the user verifies resulting resource /2-100-2380,null,
passed,the user opens /A24787 on the old website,the user verifies resulting resource /0-101-7622,null,
passed,the user opens /A24788 on the old website,the user verifies resulting resource /8-101-7623,null,
passed,the user opens /A24801 on the old website,the user verifies resulting resource /7-101-7628,null,
passed,the user opens /a24807 on the old website,the user verifies resulting resource /3-107-4395,null,
passed,the user opens /A24818 on the old website,the user verifies resulting resource /1-107-1576,null,
passed,the user opens /A24824 on the old website,the user verifies resulting resource /6-102-2135,null,
passed,the user opens /A24847 on the old website,the user verifies resulting resource /4-101-7644,null,
passed,the user opens /A24848 on the old website,the user verifies resulting resource /1-101-7645,null,
passed,the user opens /A24854 on the old website,the user verifies resulting resource /2-102-2137,null,
passed,the user opens /A24856 on the old website,the user verifies resulting resource /1-107-4396,null,
passed,the user opens /A24861 on the old website,the user verifies resulting resource /0-102-2138,null,
passed,the user opens /A24892 on the old website,the user verifies resulting resource /0-107-1572,null,
failed,the user opens /A24899 on the old website,the user verifies resulting resource /8-107-4699,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A24909 on the old website,the user verifies resulting resource /5-101-7667,null,
failed,the user opens /A24910 on the old website,the user verifies resulting resource /0-107-4698,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A24920 on the old website,the user verifies resulting resource /6-106-9750,null,
passed,the user opens /A24921 on the old website,the user verifies resulting resource /4-106-9751,null,
passed,the user opens /A24928 on the old website,the user verifies resulting resource /5-106-9755,null,
passed,the user opens /A24932 on the old website,the user verifies resulting resource /1-106-9757,null,
passed,the user opens /A24934 on the old website,the user verifies resulting resource /7-106-9759,null,
passed,the user opens /A24941 on the old website,the user verifies resulting resource /5-106-9760,null,
passed,the user opens /A24942 on the old website,the user verifies resulting resource /3-106-9761,null,
passed,the user opens /A24954 on the old website,the user verifies resulting resource /2-106-9766,null,
passed,the user opens /A24957 on the old website,the user verifies resulting resource /8-106-9768,null,
passed,the user opens /A24958 on the old website,the user verifies resulting resource /6-106-9769,null,
passed,the user opens /A24959 on the old website,the user verifies resulting resource /4-106-9770,null,
passed,the user opens /A24960 on the old website,the user verifies resulting resource /2-106-9771,null,
passed,the user opens /A24968 on the old website,the user verifies resulting resource /8-106-9773,null,
passed,the user opens /A24969 on the old website,the user verifies resulting resource /6-106-9774,null,
passed,the user opens /A24970 on the old website,the user verifies resulting resource /3-106-9775,null,
failed,the user opens /A24973 on the old website,the user verifies resulting resource /4-107-4700,java.lang.AssertionError: Document is unavailable,
passed,the user opens /a24974 on the old website,the user verifies resulting resource /1-107-4693,null,
passed,the user opens /A24976 on the old website,the user verifies resulting resource /9-106-9777,null,
passed,the user opens /A24980 on the old website,the user verifies resulting resource /7-106-9778,null,
passed,the user opens /A24986 on the old website,the user verifies resulting resource /9-106-9782,null,
passed,the user opens /A24988 on the old website,the user verifies resulting resource /7-106-9783,null,
failed,the user opens /A24995 on the old website,the user verifies resulting resource /1-107-4749,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A25003 on the old website,the user verifies resulting resource /6-107-1574,null,
passed,the user opens /A25006 on the old website,the user verifies resulting resource /8-106-9787,null,
passed,the user opens /A25009 on the old website,the user verifies resulting resource /6-106-9788,null,
passed,the user opens /A25012 on the old website,the user verifies resulting resource /2-106-9790,null,
passed,the user opens /A25013 on the old website,the user verifies resulting resource /0-106-9791,null,
passed,the user opens /A25016 on the old website,the user verifies resulting resource /6-106-9793,null,
passed,the user opens /A25017 on the old website,the user verifies resulting resource /4-106-9794,null,
passed,the user opens /A25018 on the old website,the user verifies resulting resource /1-106-9795,null,
passed,the user opens /A25022 on the old website,the user verifies resulting resource /7-106-9797,null,
passed,the user opens /A25028 on the old website,the user verifies resulting resource /9-106-9800,null,
passed,the user opens /A25041 on the old website,the user verifies resulting resource /5-106-9802,null,
passed,the user opens /a25042 on the old website,the user verifies resulting resource /9-107-4401,null,
passed,the user opens /A25044 on the old website,the user verifies resulting resource /1-106-9804,null,
passed,the user opens /A25049 on the old website,the user verifies resulting resource /4-106-9807,null,
passed,the user opens /A25058 on the old website,the user verifies resulting resource /3-107-1580,null,
passed,the user opens /A25063 on the old website,the user verifies resulting resource /7-107-4402,null,
passed,the user opens /A2507 on the old website,the user verifies resulting resource /1-100-2408,null,
passed,the user opens /A25085 on the old website,the user verifies resulting resource /6-101-7704,null,
passed,the user opens /A25086 on the old website,the user verifies resulting resource /3-101-7705,null,
passed,the user opens /A25097 on the old website,the user verifies resulting resource /8-106-9810,null,
failed,the user opens /A25113 on the old website,the user verifies resulting resource /1-102-2152,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A25124 on the old website,the user verifies resulting resource /2-101-7720,null,
passed,the user opens /A25141 on the old website,the user verifies resulting resource /8-101-7736,null,
passed,the user opens /A25154 on the old website,the user verifies resulting resource /3-101-7748,null,
passed,the user opens /A25160 on the old website,the user verifies resulting resource /3-101-7753,null,
passed,the user opens /A25173 on the old website,the user verifies resulting resource /5-101-7766,null,
failed,the user opens /A25184 on the old website,the user verifies resulting resource /7-102-2154,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A25187 on the old website,the user verifies resulting resource /0-106-9814,null,
passed,the user opens /A25203 on the old website,the user verifies resulting resource /3-106-9817,null,
passed,the user opens /A25217 on the old website,the user verifies resulting resource /8-107-4406,null,
passed,the user opens /A25218 on the old website,the user verifies resulting resource /9-106-9819,null,
passed,the user opens /A25223 on the old website,the user verifies resulting resource /5-106-9821,null,
passed,the user opens /A25241 on the old website,the user verifies resulting resource /1-106-9823,null,
passed,the user opens /A25242 on the old website,the user verifies resulting resource /9-106-9824,null,
passed,the user opens /A25243 on the old website,the user verifies resulting resource /6-106-9825,null,
passed,the user opens /A25245 on the old website,the user verifies resulting resource /2-106-9827,null,
passed,the user opens /A25274 on the old website,the user verifies resulting resource /8-106-9834,null,
passed,the user opens /A25282 on the old website,the user verifies resulting resource /5-106-9835,null,
passed,the user opens /A25289 on the old website,the user verifies resulting resource /9-106-9838,null,
passed,the user opens /A25290 on the old website,the user verifies resulting resource /7-106-9839,null,
passed,the user opens /A25294 on the old website,the user verifies resulting resource /5-106-9840,null,
passed,the user opens /A25296 on the old website,the user verifies resulting resource /1-106-9842,null,
passed,the user opens /A25298 on the old website,the user verifies resulting resource /7-106-9844,null,
passed,the user opens /A25299 on the old website,the user verifies resulting resource /4-106-9845,null,
passed,the user opens /A25300 on the old website,the user verifies resulting resource /2-106-9846,null,
passed,the user opens /A25302 on the old website,the user verifies resulting resource /0-106-9847,null,
passed,the user opens /A25312 on the old website,the user verifies resulting resource /6-106-9849,null,
passed,the user opens /A25350 on the old website,the user verifies resulting resource /0-106-9852,null,
passed,the user opens /A25355 on the old website,the user verifies resulting resource /6-106-9854,null,
passed,the user opens /A25356 on the old website,the user verifies resulting resource /3-106-9855,null,
passed,the user opens /A25358 on the old website,the user verifies resulting resource /9-106-9857,null,
passed,the user opens /A25363 on the old website,the user verifies resulting resource /5-106-9859,null,
passed,the user opens /A25365 on the old website,the user verifies resulting resource /1-106-9861,null,
passed,the user opens /A25366 on the old website,the user verifies resulting resource /9-106-9862,null,
passed,the user opens /A25368 on the old website,the user verifies resulting resource /5-106-9864,null,
passed,the user opens /A25374 on the old website,the user verifies resulting resource /2-106-9870,null,
passed,the user opens /A25375 on the old website,the user verifies resulting resource /0-106-9871,null,
passed,the user opens /A25376 on the old website,the user verifies resulting resource /8-106-9872,null,
passed,the user opens /A25385 on the old website,the user verifies resulting resource /7-106-9877,null,
passed,the user opens /A25387 on the old website,the user verifies resulting resource /2-107-1590,null,
passed,the user opens /A25395 on the old website,the user verifies resulting resource /0-106-9885,null,
passed,the user opens /A25399 on the old website,the user verifies resulting resource /8-106-9886,null,
passed,the user opens /A25401 on the old website,the user verifies resulting resource /6-106-9887,null,
passed,the user opens /A25402 on the old website,the user verifies resulting resource /4-106-9888,null,
passed,the user opens /A25403 on the old website,the user verifies resulting resource /2-106-9889,null,
passed,the user opens /A25407 on the old website,the user verifies resulting resource /8-106-9891,null,
passed,the user opens /A25408 on the old website,the user verifies resulting resource /6-106-9892,null,
passed,the user opens /A25421 on the old website,the user verifies resulting resource /2-101-7796,null,
passed,the user opens /A25429 on the old website,the user verifies resulting resource /7-102-2205,null,
passed,the user opens /A25430 on the old website,the user verifies resulting resource /2-107-4414,null,
passed,the user opens /A25438 on the old website,the user verifies resulting resource /4-106-9893,null,
passed,the user opens /A25441 on the old website,the user verifies resulting resource /8-101-7798,null,
failed,the user opens /A25442 on the old website,the user verifies resulting resource /9-102-2214,java.lang.AssertionError: Error except of document,
failed,the user opens /A25493 on the old website,the user verifies resulting resource /6-101-7803,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A25509 on the old website,the user verifies resulting resource /3-101-7809,null,
passed,the user opens /A25521 on the old website,the user verifies resulting resource /9-101-7811,null,
passed,the user opens /A25522 on the old website,the user verifies resulting resource /7-101-7812,null,
passed,the user opens /A25541 on the old website,the user verifies resulting resource /6-101-7817,null,
failed,the user opens /A25546 on the old website,the user verifies resulting resource /5-107-4417,java.lang.AssertionError: Document is unavailable,
passed,the user opens /A25551 on the old website,the user verifies resulting resource /3-106-9898,null,
passed,the user opens /A25555 on the old website,the user verifies resulting resource /7-106-9900,null,
passed,the user opens /A25557 on the old website,the user verifies resulting resource /5-106-9901,null,
passed,the user opens /A25559 on the old website,the user verifies resulting resource /3-106-9902,null,
passed,the user opens /A25564 on the old website,the user verifies resulting resource /1-106-9903,null,
passed,the user opens /A25573 on the old website,the user verifies resulting resource /4-106-9906,null,
passed,the user opens /A25596 on the old website,the user verifies resulting resource /6-101-7841,null,
passed,the user opens /A25612 on the old website,the user verifies resulting resource /0-106-9908,null,
passed,the user opens /A25615 on the old website,the user verifies resulting resource /0-101-7858,null,
passed,the user opens /A25617 on the old website,the user verifies resulting resource /6-101-7860,null,
passed,the user opens /A25618 on the old website,the user verifies resulting resource /4-101-7861,null,
passed,the user opens /A25629 on the old website,the user verifies resulting resource /3-101-7871,null,
passed,the user opens /A25642 on the old website,the user verifies resulting resource /6-106-9910,null,
passed,the user opens /A25647 on the old website,the user verifies resulting resource /8-106-9914,null,
passed,the user opens /A25651 on the old website,the user verifies resulting resource /3-106-9916,null,
passed,the user opens /A25652 on the old website,the user verifies resulting resource /1-106-9917,null,
passed,the user opens /A25653 on the old website,the user verifies resulting resource /9-106-9918,null,
passed,the user opens /A25686 on the old website,the user verifies resulting resource /5-106-9920,null,
passed,the user opens /A25687 on the old website,the user verifies resulting resource /3-106-9921,null,
passed,the user opens /A25695 on the old website,the user verifies resulting resource /9-106-9923,null,
passed,the user opens /A25716 on the old website,the user verifies resulting resource /2-101-7904,null,
passed,the user opens /A25724 on the old website,the user verifies resulting resource /0-107-1690,null,
passed,the user opens /A25732 on the old website,the user verifies resulting resource /0-106-9927,null,
passed,the user opens /A25746 on the old website,the user verifies resulting resource /8-106-9928,null,
passed,the user opens /A25750 on the old website,the user verifies resulting resource /4-106-9930,null,
passed,the user opens /A25755 on the old website,the user verifies resulting resource /0-106-9932,null,
passed,the user opens /A25769 on the old website,the user verifies resulting resource /1-106-9936,null,
passed,the user opens /A25869 on the old website,the user verifies resulting resource /1-101-7914,null,
passed,the user opens /A25873 on the old website,the user verifies resulting resource /9-102-4840,null,
passed,the user opens /A25879 on the old website,the user verifies resulting resource /0-107-4429,null,
passed,the user opens /A25888 on the old website,the user verifies resulting resource /5-106-9939,null,
passed,the user opens /A25894 on the old website,the user verifies resulting resource /9-106-9942,null,
passed,the user opens /A25902 on the old website,the user verifies resulting resource /5-106-9944,null,
passed,the user opens /A25917 on the old website,the user verifies resulting resource /8-107-4430,null,
